<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>,<OPENINT>,<OPENINT>
جم-ا,20240203,43530.00,46060,43520,45390.00,45250,41439112320.00,307,45250
جم-ا,20240204,45410.00,45600,45000,45380.00,45390,35135428830.00,195,45390
جم-ا,20240205,45600.00,45870,45310,45440.00,45380,25875862570.00,205,45380
جم-ا,20240206,45160.00,45890,45130,45540.00,45440,46058507350.00,217,45440
جم-ا,20240207,44860.00,46500,44860,45630.00,45540,27724983600.00,316,45540
جم-ا,20240210,46500.00,46850,46000,45760.00,45630,25563078510.00,135,45630
جم-ا,20240212,46000.00,46330,45700,45790.00,45760,17038333250.00,131,45760
جم-ا,20240213,46120.00,46500,45940,45860.00,45790,20224549200.00,153,45790
جم-ا,20240214,46470.00,46490,45800,45950.00,45860,31313763070.00,152,45860
جم-ا,20240217,46000.00,46250,45700,45970.00,45950,86881075100.00,326,45950
جم-ا,20240218,45970.00,46300,45890,46030.00,45970,41731784290.00,478,45970
جم-ا,20240219,46020.00,46600,46020,46080.00,46030,13635725040.00,164,46030
جم-ا,20240220,46600.00,46600,46080,46250.00,46080,37713807650.00,135,46080
جم-ا,20240221,46260.00,46560,46190,46250.00,46250,19212885440.00,100,46250
جم-ا,20240224,46560.00,47050,46170,46250.00,46250,13704504450.00,126,46250
جم-ا,20240226,45200.00,46200,45200,46150.00,46250,19672553690.00,212,46250
جم-ا,20240227,46000.00,46600,45830,46140.00,46150,23153271370.00,293,46150
جم-ا,20240228,46500.00,47050,46130,46170.00,46140,8027940770.00,64,46140
جم-ا,20240302,47060.00,47100,45090,46160.00,46170,14775516050.00,196,46170
جم-ا,20240303,47450.00,48460,47450,47800.00,46160,75273177540.00,1115,46160
جم-ا,20240304,50190.00,50190,48210,48250.00,47800,32190529200.00,660,47800
جم-ا,20240305,49080.00,50660,49050,50640.00,48250,241557691300.00,550,48250
جم-ا,20240306,52000.00,52000,49540,50630.00,50640,15626247590.00,227,50640
جم-ا,20240309,49510.00,52360,49510,50660.00,50630,11091507010.00,182,50630
جم-ا,20240310,51500.00,52350,49010,50610.00,50660,11972316960.00,370,50660
جم-ا,20240311,49500.00,51300,49500,50660.00,50610,31807276460.00,301,50610
جم-ا,20240312,50980.00,50980,49550,50430.00,50660,78917250850.00,410,50660
جم-ا,20240313,51000.00,52500,49810,50450.00,50430,169403347200.00,469,50430
جم-ا,20240316,51890.00,51890,49480,50280.00,50450,38098233080.00,580,50450
جم-ا,20240317,52000.00,52000,50000,50320.00,50280,28473445240.00,342,50280
جم-ا,20240318,51830.00,51830,50000,50340.00,50320,27447743480.00,207,50320
جم-ا,20240324,52200.00,52200,50350,50520.00,50340,15149501830.00,191,50340
جم-ا,20240325,52470.00,52470,50930,50620.00,50520,11992559090.00,141,50520
جم-ا,20240326,52300.00,52300,50700,50720.00,50620,25159440170.00,168,50620
جم-ا,20240327,51010.00,52300,51000,51140.00,50720,32249463360.00,165,50720
جم-ا,20240330,51210.00,52300,51190,51290.00,51140,106673940510.00,232,51140
جم-ا,20240402,51240.00,51800,50580,51320.00,51290,14971759280.00,154,51290
جم-ا,20240403,52250.00,52250,51610,51390.00,51320,13656923700.00,150,51320
جم-ا,20240406,51500.00,52250,50950,51530.00,51390,30795691610.00,295,51390
جم-ا,20240407,51490.00,52400,51490,51640.00,51530,118216866640.00,365,51530
جم-ا,20240408,51110.00,53690,51110,51810.00,51640,32983972620.00,161,51640
جم-ا,20240409,52990.00,52990,51830,51900.00,51810,15656630660.00,188,51810
جم-ا,20240413,52140.00,52140,50950,51780.00,51900,44151097630.00,720,51900
جم-ا,20240414,51270.00,51270,51270,51660.00,51780,24034914570.00,79,51780
جم-ا,20240415,51300.00,52060,51280,51660.00,51660,23251352570.00,201,51660
جم-ا,20240416,51150.00,52050,51150,51590.00,51660,15259753690.00,147,51660
جم-ا,20240417,51200.00,51900,51090,51590.00,51590,23305450600.00,114,51590
جم-ا,20240420,51570.00,52970,51570,52390.00,51590,269879166940.00,677,51590
جم-ا,20240421,52960.00,52960,52410,52540.00,52390,46144368770.00,218,52390
جم-ا,20240422,52750.00,53060,52500,52750.00,52540,74294273930.00,202,52540
جم-ا,20240423,53680.00,53680,52340,52820.00,52750,62636738640.00,285,52750
جم-ا,20240424,53650.00,54000,52710,53240.00,52820,55217840260.00,238,52820
جم-ا,20240427,54200.00,54220,53070,53610.00,53240,76741540660.00,332,53240
جم-ا,20240428,52070.00,54000,52070,53580.00,53610,40031384860.00,288,53610
جم-ا,20240429,53140.00,55000,53020,53670.00,53580,45852615610.00,645,53580
جم-ا,20240430,53800.00,53800,53550,53650.00,53670,64274963280.00,517,53670
جم-ا,20240501,53650.00,54100,53620,53820.00,53650,81968666640.00,1030,53650
جم-ا,20240505,52260.00,54500,52260,53810.00,53820,80910927680.00,520,53820
جم-ا,20240506,54000.00,54000,53420,53760.00,53810,32050728720.00,415,53810
جم-ا,20240507,53760.00,53990,53680,53760.00,53760,56226205880.00,456,53760
جم-ا,20240508,53760.00,53760,53480,53720.00,53760,35996918370.00,527,53760
جم-ا,20240511,53720.00,53720,53370,53680.00,53720,25497468790.00,703,53720
جم-ا,20240512,53100.00,53800,52900,53280.00,53680,210442629510.00,732,53680
جم-ا,20240513,53660.00,53660,51850,52960.00,53280,82421868840.00,646,53280
جم-ا,20240514,52950.00,53270,51600,52800.00,52960,117093621220.00,1115,52960
جم-ا,20240515,52950.00,53030,51960,52750.00,52800,41947499240.00,1179,52800
جم-ا,20240518,52750.00,52990,50360,51830.00,52750,78582615580.00,452,52750
جم-ا,20240519,51760.00,51760,49240,50790.00,51830,64786927370.00,960,51830
جم-ا,20240520,0.00,0,0,50790.00,50790,0.00,0,50790
جم-ا,20240521,50500.00,50790,50190,50760.00,50790,8881816760.00,267,50790
جم-ا,20240525,50760.00,51000,49750,50640.00,50760,17477658500.00,406,50760
جم-ا,20240526,50000.00,50000,49630,50560.00,50640,8703594480.00,247,50640
جم-ا,20240527,49550.00,49550,49550,49820.00,50560,71114110450.00,102,50560
جم-ا,20240528,49500.00,50150,49350,49710.00,49820,43708100450.00,219,49820
جم-ا,20240529,49600.00,50150,49390,49710.00,49710,18304902130.00,213,49710
جم-ا,20240601,0.00,0,0,49710.00,49710,0.00,0,49710
جم-ا,20240602,0.00,0,0,49710.00,49710,0.00,0,49710
جم-ا,20240605,48720.00,49000,48720,49290.00,49710,41970787180.00,140,49710
جم-ا,20240608,49000.00,49510,48310,49210.00,49290,14468797320.00,414,49290
جم-ا,20240609,49180.00,49180,48230,49110.00,49210,14239471860.00,632,49210
جم-ا,20240610,48190.00,49120,48170,49000.00,49110,55536280610.00,249,49110
جم-ا,20240611,49000.00,49350,48640,49000.00,49000,40956042790.00,184,49000
جم-ا,20240612,49800.00,49800,48040,49030.00,49000,8755844190.00,696,49000
جم-ا,20240615,49390.00,49950,48670,49020.00,49030,5052749680.00,153,49030
جم-ا,20240616,48060.00,48880,48040,48970.00,49020,5022815200.00,48,49020
جم-ا,20240618,48000.00,48000,48000,48950.00,48970,2273856000.00,47,48970
جم-ا,20240619,47980.00,49390,47980,48920.00,48950,12577487220.00,268,48950
جم-ا,20240622,48060.00,49840,47960,48870.00,48920,20225242330.00,342,48920
جم-ا,20240623,49700.00,49800,48000,48880.00,48870,6925704760.00,251,48870
جم-ا,20240624,48840.00,49780,48840,48900.00,48880,6726262390.00,117,48880
جم-ا,20240626,49800.00,49800,48840,48930.00,48900,13862634230.00,167,48900
جم-ا,20240629,49190.00,51690,49190,49060.00,48930,21282449570.00,205,48930
جم-ا,20240630,0.00,0,0,49060.00,49060,0.00,0,49060
جم-ا,20240701,0.00,0,0,49060.00,49060,0.00,0,49060
جم-ا,20240702,0.00,0,0,49060.00,49060,0.00,0,49060
جم-ا,20240703,0.00,0,0,44400.00,44400,0.00,0,44400
جم-ا,20240706,47060.00,47060,45650,46740.00,44400,409515819780.00,443,44400
جم-ا,20240707,47740.00,48840,46760,48160.00,46740,201668411230.00,247,46740
جم-ا,20240708,47500.00,48490,46880,48080.00,48160,13416438300.00,767,48160
جم-ا,20240709,48100.00,48300,47520,48020.00,48080,40866492120.00,327,48080
جم-ا,20240710,48020.00,48350,47780,48030.00,48020,7744306660.00,128,48020
جم-ا,20240713,48460.00,48750,47470,48060.00,48030,17432052880.00,389,48030
جم-ا,20240714,48060.00,48890,48060,48100.00,48060,16530262360.00,1124,48060
جم-ا,20240717,48100.00,48970,47020,48040.00,48100,10282781740.00,165,48100
جم-ا,20240720,45850.00,48600,45850,48080.00,48040,11296814690.00,309,48040
جم-ا,20240721,48090.00,48090,46400,47910.00,48080,31154949200.00,658,48080
جم-ا,20240722,46400.00,48380,46400,47780.00,47910,56069897420.00,2421,47910
جم-ا,20240723,47760.00,47780,46590,47580.00,47780,27687101550.00,538,47780
جم-ا,20240724,47570.00,48040,46880,47440.00,47580,36849884480.00,920,47580
جم-ا,20240727,47440.00,48480,47080,47430.00,47440,10556254970.00,312,47440
جم-ا,20240729,47430.00,47430,45700,47050.00,47430,35323342110.00,1341,47430
جم-ا,20240730,46900.00,47500,46280,47020.00,47050,57267442890.00,883,47050
جم-ا,20240731,47000.00,47020,45040,46380.00,47020,61469130770.00,1091,47020
جم-ا,20240803,44500.00,46710,44000,45290.00,46380,61073137730.00,1150,46380
جم-ا,20240804,44900.00,45500,44840,45130.00,45290,36342392820.00,2087,45290
جم-ا,20240805,45220.00,45350,45050,45140.00,45130,21730505100.00,570,45130
جم-ا,20240806,45370.00,45370,44690,44980.00,45140,68242723340.00,3280,45140
جم-ا,20240810,44980.00,44980,44720,44970.00,44980,9276761720.00,221,44980
جم-ا,20240811,45150.00,45390,44840,44970.00,44970,5785121940.00,202,44970
جم-ا,20240812,45130.00,45130,44530,44830.00,44970,55112191230.00,2793,44970
جم-ا,20240813,44830.00,44830,44390,44760.00,44830,24096941410.00,679,44830
جم-ا,20240814,44350.00,44770,44320,44650.00,44760,31823509980.00,650,44760
جم-ا,20240817,44600.00,45320,44340,44580.00,44650,35259302120.00,476,44650
جم-ا,20240818,44790.00,44790,44040,44310.00,44580,84808127570.00,388,44580
جم-ا,20240819,44500.00,45150,44360,44390.00,44310,39781911000.00,294,44310
جم-ا,20240820,44000.00,45000,44000,44370.00,44390,12701096830.00,747,44390
جم-ا,20240821,44820.00,45180,44220,44470.00,44370,45346992900.00,1103,44370
جم-ا,20240824,45190.00,45350,45070,44580.00,44470,14507782540.00,129,44470
جم-ا,20240826,45460.00,45470,44520,44670.00,44580,28316562010.00,892,44580
جم-ا,20240827,45550.00,45550,44500,44660.00,44670,24399168810.00,172,44670
جم-ا,20240828,45550.00,45550,44440,44710.00,44660,36217762310.00,403,44660
جم-ا,20240831,45450.00,45600,45380,45590.00,44710,116782143650.00,180,44710
جم-ا,20240901,46500.00,46500,46260,46120.00,45590,61576270830.00,248,45590
جم-ا,20240903,47030.00,47030,46700,46190.00,46120,9242166320.00,314,46120
جم-ا,20240907,47060.00,47500,46790,46350.00,46190,16151335640.00,125,46190
جم-ا,20240908,46800.00,46800,46120,46350.00,46350,12157292080.00,444,46350
جم-ا,20240909,47600.00,47600,46180,46390.00,46350,29537968030.00,177,46350
جم-ا,20240910,46840.00,46940,46510,46420.00,46390,16470872050.00,113,46390
جم-ا,20240911,46870.00,46870,46490,46440.00,46420,8906809090.00,160,46420
جم-ا,20240914,46900.00,47090,46580,46520.00,46440,28231003810.00,89,46440
جم-ا,20240915,46980.00,47000,46000,46460.00,46520,51901364600.00,680,46520
جم-ا,20240916,46870.00,46870,46620,46490.00,46460,11302457010.00,266,46460
جم-ا,20240917,47170.00,47180,46720,46700.00,46490,40752419130.00,181,46490
جم-ا,20240918,47850.00,47850,46970,46870.00,46700,36453598700.00,199,46700
جم-ا,20240922,47400.00,47400,46850,46880.00,46870,8536075440.00,173,46870
جم-ا,20240923,46860.00,48090,46800,47210.00,46880,49240943470.00,168,46880
جم-ا,20240924,46790.00,48280,46790,47630.00,47210,81355588520.00,188,47210
جم-ا,20240925,48500.00,48890,47900,48070.00,47630,49078138970.00,199,47630
جم-ا,20240928,47590.00,48070,47590,48000.00,48070,17485272420.00,898,48070
جم-ا,20240929,47730.00,48480,47700,48180.00,48000,99468004170.00,138,48000
جم-ا,20240930,48660.00,48660,48000,48450.00,48180,110066686420.00,277,48180
جم-ا,20241001,48450.00,48930,48160,48430.00,48450,14516724730.00,339,48450
جم-ا,20241002,48020.00,48030,47950,48410.00,48430,3271226600.00,35,48430
جم-ا,20241005,47930.00,47950,47930,48250.00,48410,32095928160.00,71,48410
جم-ا,20241006,47770.00,47770,47770,48170.00,48250,16142820560.00,512,48250
جم-ا,20241007,47690.00,48590,47690,48160.00,48170,11133785740.00,418,48170
جم-ا,20241008,47680.00,48640,47680,48180.00,48160,7855041330.00,211,48160
جم-ا,20241009,48660.00,48660,48290,48280.00,48180,26100903750.00,219,48180
جم-ا,20241012,48280.00,49680,48280,48950.00,48280,55128765960.00,98,48280
جم-ا,20241013,49200.00,49930,49190,49110.00,48950,24793606310.00,242,48950
جم-ا,20241014,48330.00,49800,48200,48990.00,49110,36161528390.00,369,49110
جم-ا,20241015,48990.00,49000,48600,48970.00,48990,18923421960.00,442,48990
جم-ا,20241016,49970.00,49970,48970,49000.00,48970,7481282710.00,95,48970
جم-ا,20241019,49000.00,49000,48560,48970.00,49000,22946421560.00,257,49000
جم-ا,20241020,49970.00,49970,47510,48740.00,48970,18019621280.00,583,48970
جم-ا,20241021,47280.00,49980,47280,48550.00,48740,13978385490.00,119,48740
جم-ا,20241022,47100.00,47100,47100,48530.00,48550,1562636700.00,43,48550
جم-ا,20241023,47080.00,47080,47080,48360.00,48530,11517462880.00,24,48530
جم-ا,20241026,46930.00,49810,46910,48940.00,48360,47937507510.00,168,48360
جم-ا,20241027,48520.00,50290,48510,49050.00,48940,13315014950.00,98,48940
جم-ا,20241028,50400.00,50400,48110,49050.00,49050,5192075090.00,116,49050
جم-ا,20241029,47870.00,49990,47580,48720.00,49050,24513898490.00,145,49050
جم-ا,20241030,48150.00,48400,47260,48490.00,48720,18540486170.00,94,48720
جم-ا,20241102,47130.00,49000,47130,48440.00,48490,23598774740.00,69,48490
جم-ا,20241103,47000.00,48000,46990,48260.00,48440,14891515560.00,100,48440
جم-ا,20241104,46820.00,48300,46820,47850.00,48260,90672493870.00,217,48260
جم-ا,20241105,48200.00,48300,46850,47860.00,47850,24368147260.00,58,47850
جم-ا,20241106,48260.00,48790,46480,47880.00,47860,21734863710.00,70,47860
جم-ا,20241109,46790.00,49000,46760,47910.00,47880,8498872150.00,84,47880
جم-ا,20241110,48030.00,49190,48030,48080.00,47910,17081806060.00,100,47910
جم-ا,20241111,48690.00,49470,47700,48310.00,48080,35638141200.00,109,48080
جم-ا,20241112,47800.00,49750,47000,48320.00,48310,64963747810.00,257,48310
جم-ا,20241113,47020.00,48290,47020,48260.00,48320,14131037700.00,169,48320
جم-ا,20241116,46940.00,49690,46940,48530.00,48260,29947459600.00,151,48260
جم-ا,20241117,49000.00,49970,48900,48540.00,48530,2463017520.00,41,48530
جم-ا,20241118,49900.00,49990,48490,49180.00,48540,144921232170.00,377,48540
جم-ا,20241119,49200.00,50160,48300,49180.00,49180,11898111610.00,272,49180
جم-ا,20241120,49550.00,49550,48090,49060.00,49180,15062267370.00,494,49180
جم-ا,20241123,49880.00,49880,48800,49050.00,49060,9145445270.00,132,49060
جم-ا,20241124,49000.00,50520,49000,49830.00,49050,68164726940.00,250,49050
جم-ا,20241125,51280.00,51320,50020,51320.00,49830,153248453130.00,297,49830
جم-ا,20241126,52790.00,52830,49790,51170.00,51320,28715559880.00,1175,51320
جم-ا,20241127,51980.00,51980,49980,50540.00,51170,79443601150.00,1836,51170
جم-ا,20241130,51640.00,51640,50080,50510.00,50540,13814723280.00,730,50540
جم-ا,20241201,50510.00,51650,50510,50510.00,50510,631750750.00,31,50510
جم-ا,20241202,50510.00,52020,49050,51980.00,50510,115700219580.00,363,50510
جم-ا,20241203,53230.00,53520,51680,52180.00,51980,44079520100.00,377,51980
جم-ا,20241204,52180.00,52500,51850,52170.00,52180,19473966920.00,213,52180
جم-ا,20241207,52150.00,52250,51150,52040.00,52170,18928280300.00,735,52170
جم-ا,20241208,51980.00,53530,51120,52020.00,52040,93335246140.00,373,52040
جم-ا,20241209,0.00,0,0,52020.00,52020,0.00,0,52020
جم-ا,20241210,0.00,0,0,52020.00,52020,0.00,0,52020
جم-ا,20241211,0.00,0,0,52020.00,52020,0.00,0,52020
جم-ا,20241214,0.00,0,0,52020.00,52020,0.00,0,52020
جم-ا,20241215,0.00,0,0,52020.00,52020,0.00,0,52020
جم-ا,20241216,0.00,0,0,52020.00,52020,0.00,0,52020
جم-ا,20241217,0.00,0,0,52020.00,52020,0.00,0,52020
جم-ا,20241218,0.00,0,0,52020.00,52020,0.00,0,52020
جم-ا,20241221,0.00,0,0,52020.00,52020,0.00,0,52020
جم-ا,20241222,0.00,0,0,52020.00,52020,0.00,0,52020
جم-ا,20241223,0.00,0,0,52020.00,52020,0.00,0,52020
جم-ا,20241224,0.00,0,0,52020.00,52020,0.00,0,52020
جم-ا,20241225,0.00,0,0,52020.00,52020,0.00,0,52020
جم-ا,20241228,0.00,0,0,52020.00,52020,0.00,0,52020
جم-ا,20241229,0.00,0,0,52020.00,52020,0.00,0,52020
جم-ا,20241230,0.00,0,0,52020.00,52020,0.00,0,52020
جم-ا,20241231,0.00,0,0,52020.00,52020,0.00,0,52020
جم-ا,20250101,0.00,0,0,52020.00,52020,0.00,0,52020
جم-ا,20250104,0.00,0,0,52020.00,52020,0.00,0,52020
جم-ا,20250105,0.00,0,0,52020.00,52020,0.00,0,52020
جم-ا,20250106,0.00,0,0,52020.00,52020,0.00,0,52020
جم-ا,20250107,0.00,0,0,52020.00,52020,0.00,0,52020
جم-ا,20250108,0.00,0,0,52020.00,52020,0.00,0,52020
جم-ا,20250111,0.00,0,0,52020.00,52020,0.00,0,52020
جم-ا,20250112,0.00,0,0,52020.00,52020,0.00,0,52020
جم-ا,20250113,0.00,0,0,52020.00,52020,0.00,0,52020
جم-ا,20250115,0.00,0,0,52020.00,52020,0.00,0,52020
جم-ا,20250118,0.00,0,0,52020.00,52020,0.00,0,52020
جم-ا,20250119,0.00,0,0,52020.00,52020,0.00,0,52020
جم-ا,20250120,0.00,0,0,52020.00,52020,0.00,0,52020
جم-ا,20250121,0.00,0,0,52020.00,52020,0.00,0,52020
جم-ا,20250122,0.00,0,0,52020.00,52020,0.00,0,52020
جم-ا,20250125,0.00,0,0,52020.00,52020,0.00,0,52020
جم-ا,20250126,0.00,0,0,52020.00,52020,0.00,0,52020
جم-ا,20250127,0.00,0,0,52020.00,52020,0.00,0,52020
جم-ا,20250129,0.00,0,0,52020.00,52020,0.00,0,52020
جم-ا,20250201,53580.00,53580,53580,52340.00,52020,21370383000.00,34,52020
جم-ا,20250202,53910.00,53910,53910,52840.00,52340,32833615950.00,74,52340
جم-ا,20250203,54420.00,54420,54420,54420.00,52840,409036338540.00,225,52840
جم-ا,20250204,56050.00,56050,56050,56050.00,54420,508571188350.00,443,54420
جم-ا,20250205,57730.00,57730,57730,57730.00,56050,337723328770.00,212,56050
جم-ا,20250209,59460.00,59460,59460,59460.00,57730,264595097280.00,180,57730
جم-ا,20250211,61240.00,61240,61240,61240.00,59460,578190539880.00,295,59460
جم-ا,20250215,63070.00,63070,61560,62950.00,61240,3398492887730.00,2437,61240
جم-ا,20250216,61550.00,64830,61550,64600.00,62950,775140320470.00,1714,62950
جم-ا,20250217,66530.00,66530,65700,66440.00,64600,589252133520.00,1074,64600
جم-ا,20250218,67800.00,67800,64750,66080.00,66440,262292381750.00,1401,66440
جم-ا,20250219,65660.00,68060,65570,67970.00,66080,460148916940.00,711,66080
جم-ا,20250222,69000.00,69000,65940,66680.00,67970,329477795730.00,1737,67970
جم-ا,20250223,66670.00,68000,65400,65850.00,66680,200150702810.00,661,66680
جم-ا,20250224,66870.00,67820,65830,67550.00,65850,143551866470.00,437,65850
جم-ا,20250225,68800.00,68800,66200,66860.00,67550,279975507700.00,1788,67550
جم-ا,20250226,65530.00,67350,64890,66770.00,66860,168702139760.00,693,66860
جم-ا,20250301,65110.00,68770,65110,67200.00,66770,126075818410.00,487,66770
جم-ا,20250302,67470.00,67550,66990,67260.00,67200,78213368430.00,253,67200
جم-ا,20250303,66540.00,66540,65250,65380.00,67260,156837663720.00,824,67260
جم-ا,20250304,66000.00,66230,65250,65450.00,65380,65782025590.00,255,65380
جم-ا,20250305,65440.00,66300,64960,65470.00,65450,29403938060.00,222,65450
جم-ا,20250308,65580.00,66000,63550,65050.00,65470,31283384640.00,690,65470
جم-ا,20250309,64520.00,65400,63100,63760.00,65050,260005562110.00,1674,65050
جم-ا,20250310,64000.00,65670,64000,65650.00,63760,177874813480.00,368,63760
جم-ا,20250311,66000.00,66910,64170,65300.00,65650,34634761080.00,391,65650
جم-ا,20250312,65990.00,65990,63350,65010.00,65300,40740016290.00,202,65300
جم-ا,20250315,65150.00,66590,65150,65420.00,65010,30782165430.00,412,65010
جم-ا,20250316,66140.00,66650,63460,65030.00,65420,79822193740.00,1214,65420
جم-ا,20250317,66940.00,66940,64490,65010.00,65030,18472911940.00,596,65030
جم-ا,20250318,64020.00,65000,63600,64480.00,65010,50463047780.00,861,65010
جم-ا,20250325,64220.00,66410,64220,64610.00,64480,7040820610.00,113,64480
جم-ا,20250326,66400.00,66540,64570,64890.00,64610,63049210180.00,209,64610
جم-ا,20250329,64240.00,65500,62950,64880.00,64890,16356700210.00,86,64890
جم-ا,20250330,64880.00,66810,64880,65010.00,64880,9571054340.00,91,64880
جم-ا,20250405,66800.00,66800,64590,65150.00,65010,88662410340.00,423,65010
جم-ا,20250406,66690.00,66690,64880,65160.00,65150,17125578790.00,143,65150
جم-ا,20250407,65000.00,65990,63690,65050.00,65160,14817906450.00,172,65160
جم-ا,20250408,66290.00,67000,66290,67000.00,65050,104427649850.00,180,65050
جم-ا,20250409,69010.00,69010,65140,67130.00,67000,36796872780.00,187,67000
جم-ا,20250412,66720.00,67660,65810,66780.00,67130,44289668510.00,145,67130
جم-ا,20250413,68700.00,68780,68700,68780.00,66780,155358157640.00,177,66780
جم-ا,20250414,70840.00,70840,70840,70840.00,68780,190647937480.00,156,68780
جم-ا,20250415,72690.00,72690,69000,70270.00,70840,97661657280.00,381,70840
جم-ا,20250416,70300.00,72370,70300,71210.00,70270,61440139130.00,184,70270
جم-ا,20250419,72750.00,72750,69510,70630.00,71210,99466257930.00,442,71210
جم-ا,20250420,72740.00,72740,72740,71840.00,70630,58649243640.00,51,70630
جم-ا,20250421,73990.00,73990,73000,73970.00,71840,177471780390.00,235,71840
جم-ا,20250422,76180.00,76180,71760,73280.00,73970,57708454240.00,407,73970
جم-ا,20250423,74280.00,74280,71090,71290.00,73280,108136825670.00,297,73280
جم-ا,20250426,73300.00,73300,70000,71130.00,71290,35461225430.00,236,71290
جم-ا,20250427,69000.00,70000,69000,69010.00,71130,138745611350.00,227,71130
جم-ا,20250428,67050.00,70300,67050,68370.00,69010,51653456320.00,181,69010
جم-ا,20250429,67020.00,68500,67020,67680.00,68370,101205384430.00,528,68370
جم-ا,20250430,67680.00,69710,67680,69200.00,67680,88001058200.00,244,67680
جم-ا,20250503,70500.00,70500,67130,67190.00,69200,143540626390.00,256,69200
جم-ا,20250504,65300.00,69200,65300,68040.00,67190,83253533960.00,281,67190
جم-ا,20250505,68070.00,70080,66490,68240.00,68040,81799951910.00,255,68040
جم-ا,20250506,68250.00,70000,67750,68240.00,68240,59846792260.00,160,68240
جم-ا,20250507,70070.00,70070,68250,68300.00,68240,12000453020.00,215,68240
جم-ا,20250510,67610.00,69950,67140,68130.00,68300,20424931050.00,254,68300
جم-ا,20250511,69900.00,69900,66960,67880.00,68130,31195284840.00,381,68130
جم-ا,20250512,69910.00,69910,69000,69200.00,67880,68385635600.00,209,67880
جم-ا,20250513,68600.00,70000,68600,69180.00,69200,14733118730.00,157,69200
جم-ا,20250514,70230.00,71250,69150,70000.00,69180,75577033130.00,269,69180
جم-ا,20250517,72100.00,72100,71090,71100.00,70000,55602072640.00,169,70000
جم-ا,20250518,71900.00,71900,69000,71000.00,71100,12289883270.00,238,71100
جم-ا,20250519,71000.00,71000,70030,70870.00,71000,41790065350.00,191,71000
جم-ا,20250520,69070.00,70870,69070,70540.00,70870,38126129610.00,601,70870
جم-ا,20250521,69000.00,71200,68980,70390.00,70540,25510044120.00,213,70540
جم-ا,20250524,69500.00,71280,69280,70260.00,70390,22589282630.00,200,70390
جم-ا,20250525,68350.00,70070,68350,70010.00,70260,32502925410.00,437,70260
جم-ا,20250526,70010.00,71000,68990,69880.00,70010,21107877270.00,251,70010
جم-ا,20250527,69860.00,70000,69770,69880.00,69880,9765497460.00,111,69880
جم-ا,20250528,69880.00,69890,69510,69810.00,69880,27800484340.00,137,69880
جم-ا,20250531,69800.00,69880,68990,69760.00,69810,11005797640.00,181,69810
جم-ا,20250601,69750.00,69750,68470,69460.00,69760,34614388030.00,397,69760
جم-ا,20250602,69700.00,70000,68800,69290.00,69460,35799028360.00,258,69460
جم-ا,20250603,69290.00,69290,68470,69140.00,69290,28118304190.00,446,69290
جم-ا,20250607,69110.00,69110,67070,67760.00,69140,77930028020.00,656,69140
جم-ا,20250608,67730.00,68760,66830,67440.00,67760,48723227640.00,336,67760
جم-ا,20250609,67440.00,68070,65420,66540.00,67440,188488174030.00,1338,67440
جم-ا,20250610,64550.00,64550,64550,64550.00,66540,132978034900.00,1097,66540
جم-ا,20250611,62620.00,62620,62620,62620.00,64550,148025664640.00,1096,64550
جم-ا,20250615,0.00,0,0,62620.00,62620,0.00,0,62620
جم-ا,20250616,0.00,0,0,62620.00,62620,0.00,0,62620
جم-ا,20250618,0.00,0,0,62620.00,62620,0.00,0,62620
جم-ا,20250621,0.00,0,0,62620.00,62620,0.00,0,62620
جم-ا,20250622,0.00,0,0,62620.00,62620,0.00,0,62620
جم-ا,20250623,0.00,0,0,62620.00,62620,0.00,0,62620
جم-ا,20250624,0.00,0,0,62620.00,62620,0.00,0,62620
جم-ا,20250625,0.00,0,0,62620.00,62620,0.00,0,62620
جم-ا,20250628,60750.00,60750,60750,61590.00,62620,53521175250.00,30,62620
جم-ا,20250629,59750.00,59750,59750,59870.00,61590,89120889250.00,57,61590
جم-ا,20250630,58080.00,58080,58080,58180.00,59870,87477714720.00,47,59870
جم-ا,20250701,56440.00,56440,56440,57950.00,58180,12016809720.00,26,58180
جم-ا,20250702,56220.00,59000,56220,56340.00,57950,2182940798680.00,2841,57950
جم-ا,20250707,57060.00,57100,54650,55130.00,56340,200536062730.00,2183,56340
جم-ا,20250708,53480.00,53480,53480,54170.00,55130,55359608080.00,107,55130
جم-ا,20250709,52550.00,52700,52550,53880.00,54170,16804511040.00,90,54170
جم-ا,20250712,54030.00,55490,53750,53920.00,53880,112741981400.00,772,53880
جم-ا,20250713,55000.00,55250,53560,54440.00,53920,239464349040.00,1574,53920
جم-ا,20250714,52820.00,55520,52810,54440.00,54440,87761403010.00,569,54440
جم-ا,20250715,54420.00,55360,53440,54380.00,54440,262862929590.00,1210,54440
جم-ا,20250716,0.00,0,0,54380.00,54380,0.00,0,54380
جم-ا,20250719,0.00,0,0,54380.00,54380,0.00,0,54380
جم-ا,20250720,0.00,0,0,50180.00,50180,0.00,0,50180
جم-ا,20250721,0.00,0,0,50180.00,50180,0.00,0,50180
جم-ا,20250722,0.00,0,0,50180.00,50180,0.00,0,50180
جم-ا,20250723,0.00,0,0,50180.00,50180,0.00,0,50180
جم-ا,20250726,48680.00,50180,48680,49180.00,50180,251303081860.00,685,50180
