<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>,<OPENINT>,<OPENINT>
جم-ا,20190220,8233.23,8233,8012,8310.67,8413,3351511643.00,205,8413
جم-ا,20190223,8126.67,8666,8062,8448.67,8311,18757031441.00,421,8311
جم-ا,20190224,8730.80,8731,8280,8352.07,8449,12786912307.00,260,8449
جم-ا,20190225,8356.67,8655,8357,8461.70,8352,16550274865.00,247,8352
جم-ا,20190226,8395.00,8433,8246,8335.20,8462,19123189945.00,224,8462
جم-ا,20190227,8433.33,8433,8318,8363.57,8335,14539232358.00,82,8335
جم-ا,20190302,8289.97,8425,8290,8340.57,8364,8402240253.00,112,8364
جم-ا,20190303,8251.63,8541,8252,8398.83,8341,10889374631.00,129,8341
جم-ا,20190304,8432.57,8482,8331,8454.80,8399,23997946571.00,188,8399
جم-ا,20190305,8425.67,8426,8281,8378.13,8455,7708206398.00,116,8455
جم-ا,20190306,8415.70,8797,8331,8431.80,8378,19938967424.00,245,8378
جم-ا,20190309,8719.30,8761,8445,8521.50,8432,21980819228.00,252,8432
جم-ا,20190310,8631.13,8778,8587,8615.80,8522,5735552361.00,249,8522
جم-ا,20190311,8796.73,8886,8663,8805.17,8616,12256370853.00,327,8616
جم-ا,20190312,8678.67,9008,8629,8861.13,8805,12470769596.00,256,8805
جم-ا,20190313,9023.67,9024,8683,8841.97,8861,16644042443.00,295,8861
جم-ا,20190316,8797.50,9047,8798,8914.03,8842,7477188137.00,160,8842
جم-ا,20190317,8939.33,9079,8878,8929.37,8914,30126718534.00,430,8914
جم-ا,20190318,9081.17,9376,9055,9203.83,8929,40485311538.00,305,8929
جم-ا,20190319,9376.33,9419,9200,9361.00,9204,40399856236.00,600,9204
جم-ا,20190325,9430.00,9659,9353,9387.07,9361,2419512138.00,154,9361
جم-ا,20190326,9581.80,9582,9208,9376.33,9387,2311730933.00,180,9387
جم-ا,20190327,9506.67,9583,9292,9415.43,9376,4346016224.00,154,9376
جم-ا,20190330,9662.30,9886,9371,9868.53,9415,95598268515.00,582,9415
جم-ا,20190331,10120.00,10125,9813,10007.30,9869,33272793815.00,357,9869
جم-ا,20190406,10348.47,10348,9967,10054.83,10007,7270529516.00,218,10007
جم-ا,20190407,10326.23,10326,9808,10120.77,10055,7309521544.00,258,10055
جم-ا,20190408,10135.33,10135,9615,10013.43,10121,5948549276.00,241,10121
جم-ا,20190409,9920.67,10115,9890,9985.83,10013,8812244309.00,249,10013
جم-ا,20190410,10115.40,10196,9931,10041.03,9986,8103881548.00,378,9986
جم-ا,20190413,10000.40,10081,9775,9968.97,10041,18199085320.00,264,10041
جم-ا,20190414,9809.50,10158,9583,9929.87,9969,17899167927.00,230,9969
جم-ا,20190415,9736.67,10035,9683,9923.73,9930,31771325132.00,1219,9930
جم-ا,20190416,10080.90,10081,9852,9939.07,9924,26006453202.00,898,9924
جم-ا,20190417,9947.50,9948,9676,9899.20,9939,2878022498.00,126,9939
جم-ا,20190420,9775.00,10043,9775,9985.07,9899,15575904027.00,385,9899
جم-ا,20190422,10043.33,10120,9777,10037.97,9985,10077041273.00,282,9985
جم-ا,20190423,9966.67,10104,9737,9940.60,10038,25410865257.00,541,10038
جم-ا,20190424,9982.00,10196,9795,10061.73,9941,30675111887.00,272,9941
جم-ا,20190427,10120.00,10120,9836,9986.60,10062,15724638766.00,239,10062
جم-ا,20190428,10041.80,10082,9891,9975.10,9987,31968818942.00,312,9987
جم-ا,20190429,9975.87,10266,9976,10101.60,9975,16830993583.00,340,9975
جم-ا,20190430,10266.43,10606,10116,10556.23,10102,99702361097.00,720,10102
جم-ا,20190501,11083.70,11084,10963,11076.80,10556,197973103452.00,1492,10556
جم-ا,20190504,11339.77,11615,11075,11268.47,11077,58185645293.00,1196,11077
جم-ا,20190505,11132.77,11454,10734,11098.27,11268,45537070488.00,796,11268
جم-ا,20190506,11116.67,11183,10544,10803.10,11098,48963577775.00,576,11098
جم-ا,20190507,10287.90,10963,10263,10425.13,10803,16725267127.00,357,10803
جم-ا,20190508,10258.00,10946,9910,10629.07,10425,14981040461.00,399,10425
جم-ا,20190511,10657.43,10945,10120,10543.20,10629,8221154387.00,310,10629
جم-ا,20190512,10149.90,10717,10017,10248.03,10543,12478930530.00,359,10543
جم-ا,20190513,10310.90,10657,10273,10470.37,10248,10360719759.00,124,10248
جم-ا,20190514,10520.20,10520,10273,10402.90,10470,6210640580.00,316,10470
جم-ا,20190515,10380.67,10513,10052,10228.10,10403,7174435554.00,300,10403
جم-ا,20190518,10293.27,10327,9931,10143.00,10228,5614745583.00,376,10228
جم-ا,20190519,10348.47,10348,9946,10088.57,10143,30883365041.00,278,10143
جم-ا,20190520,10235.00,10434,10120,10199.73,10089,6303460797.00,159,10089
جم-ا,20190521,10235.00,10465,10197,10221.97,10200,2361029228.00,152,10200
جم-ا,20190522,10576.17,10693,10197,10366.10,10222,9061590027.00,210,10222
جم-ا,20190525,10426.67,10710,10213,10366.10,10366,3344295287.00,119,10366
جم-ا,20190526,10464.23,10590,10311,10398.30,10366,10040330916.00,187,10366
جم-ا,20190528,10688.10,10887,10442,10713.40,10398,50951941704.00,412,10398
جم-ا,20190529,10704.97,10818,10427,10684.27,10713,3164705828.00,171,10713
جم-ا,20190601,10682.73,10683,10365,10544.73,10684,6457721376.00,188,10684
جم-ا,20190602,10549.33,10720,10391,10523.27,10545,12932320975.00,472,10545
جم-ا,20190603,10503.33,10579,10350,10469.60,10523,11526716941.00,177,10523
جم-ا,20190608,10205.10,10847,10205,10560.07,10470,8454467039.00,230,10470
جم-ا,20190609,10733.33,10733,10354,10554.70,10560,6728028437.00,252,10560
جم-ا,20190610,10496.43,10562,10027,10198.97,10555,13114877681.00,354,10555
جم-ا,20190611,10219.67,10400,10072,10306.30,10199,8509631550.00,231,10199
جم-ا,20190612,10159.10,10618,10159,10389.10,10306,10638267934.00,210,10306
جم-ا,20190615,10350.00,10802,10350,10709.57,10389,25635763418.00,577,10389
جم-ا,20190616,10806.93,11245,10733,10943.40,10710,20131273593.00,485,10710
جم-ا,20190617,11108.23,11422,10657,11011.63,10943,20409280828.00,790,10943
جم-ا,20190618,11461.67,11462,10697,10940.33,11012,9899538321.00,294,11012
جم-ا,20190619,10940.33,10940,10651,10813.07,10940,3221929957.00,70,10940
جم-ا,20190622,10272.57,11301,10273,10886.67,10813,19174163027.00,329,10813
جم-ا,20190623,10725.67,10802,10504,10770.13,10887,6433970977.00,210,10887
جم-ا,20190624,10885.90,11032,10604,10815.37,10770,21177313706.00,446,10770
جم-ا,20190625,11069.90,11070,10743,10843.73,10815,35415767514.00,347,10815
جم-ا,20190626,10856.00,10915,10726,10819.20,10844,27072582165.00,440,10844
جم-ا,20190630,10961.80,10962,10680,10768.60,10819,13858930425.00,217,10819
جم-ا,20190701,10883.60,10884,10657,10718.00,10769,10984744543.00,265,10769
جم-ا,20190702,10717.23,10733,10634,10675.07,10718,14699563231.00,386,10718
جم-ا,20190703,10685.80,10810,10684,10721.83,10675,15787941096.00,349,10675
جم-ا,20190706,10810.00,10848,10543,10672.77,10722,17134481881.00,383,10722
جم-ا,20190707,10543.97,10755,10544,10695.77,10673,19877602796.00,344,10673
جم-ا,20190708,10695.77,10696,10381,10494.13,10696,52079430622.00,1414,10696
جم-ا,20190709,0,0,0,10494.13,10494,0.00,0,10494
جم-ا,20190710,0,0,0,10494.13,10494,0.00,0,10494
جم-ا,20190713,0,0,0,9213.80,9214,0.00,0,9214
جم-ا,20190714,9200.00,9200,8893,9121.80,9214,48236144860.00,868,9214
جم-ا,20190715,9275.90,9276,8800,8955.43,9122,24612285683.00,723,9122
جم-ا,20190716,8946.23,9119,8508,8622.70,8955,19695014448.00,583,8955
جم-ا,20190717,8363.57,8698,8364,8519.20,8623,17413563364.00,587,8623
جم-ا,20190720,8625.00,8740,8434,8572.10,8519,27813767499.00,558,8519
جم-ا,20190721,8739.23,8885,8649,8789.83,8572,32183956289.00,869,8572
جم-ا,20190722,9002.97,9054,8817,8950.07,8790,85246672915.00,1020,8790
جم-ا,20190723,9031.33,9031,8817,8904.07,8950,9208818329.00,440,8950
جم-ا,20190724,8939.33,8939,8502,8673.30,8904,13338018765.00,733,8904
جم-ا,20190727,8686.33,8816,8591,8649.53,8673,8216571925.00,481,8673
جم-ا,20190728,8625.00,8969,8549,8623.47,8650,12106426512.00,413,8650
جم-ا,20190729,8853.47,8853,8587,8634.20,8623,44440078213.00,552,8623
جم-ا,20190730,8815.90,8816,8549,8597.40,8634,22587391100.00,737,8634
جم-ا,20190731,8644.17,8648,8578,8592.80,8597,21546061842.00,428,8597
جم-ا,20190803,8648.00,8648,8541,8592.80,8593,19828179429.00,421,8593
جم-ا,20190804,8587.43,9008,8587,8734.63,8593,69138565657.00,1687,8593
جم-ا,20190805,8969.23,9008,8510,8792.90,8735,30402214765.00,801,8735
جم-ا,20190806,8793.67,8794,8596,8661.03,8793,28911312117.00,513,8793
جم-ا,20190807,8740.00,8740,8578,8683.27,8661,72118567195.00,554,8661
جم-ا,20190810,8781.40,8781,8573,8669.47,8683,29239951548.00,1174,8683
جم-ا,20190811,8779.87,8781,8623,8718.53,8669,25441954067.00,1613,8669
جم-ا,20190813,8729.27,8729,8605,8656.43,8719,10535457068.00,451,8719
جم-ا,20190814,8663.33,8776,8663,8700.90,8656,24569541036.00,510,8656
جم-ا,20190817,8693.23,8740,8622,8650.30,8701,25655461025.00,1243,8701
جم-ا,20190818,8650.30,8650,8562,8583.60,8650,27049223641.00,656,8650
جم-ا,20190819,8567.50,8625,8548,8576.70,8584,29301107460.00,790,8584
جم-ا,20190821,8585.90,8713,8571,8608.90,8577,54792073326.00,732,8577
جم-ا,20190824,8711.63,8970,8705,8818.97,8609,39131244064.00,1197,8609
جم-ا,20190825,8816.67,8874,8705,8792.13,8819,20525050693.00,1300,8819
جم-ا,20190826,8858.83,9085,8802,8893.33,8792,46139919275.00,1432,8792
جم-ا,20190827,9108.00,9302,8740,9131.00,8893,45683332873.00,1561,8893
جم-ا,20190828,8756.10,9338,8756,9236.80,9131,27040398304.00,779,9131
جم-ا,20190831,9276.67,9545,9277,9465.27,9237,42343082702.00,954,9237
جم-ا,20190901,9575.67,9576,9254,9480.60,9465,12369747669.00,610,9465
جم-ا,20190902,9534.27,9556,9327,9446.87,9481,37098102012.00,841,9481
جم-ا,20190903,9508.20,9523,9333,9483.67,9447,27840179471.00,701,9447
جم-ا,20190904,0,0,0,9483.67,9484,0.00,0,9484
جم-ا,20190907,0,0,0,9483.67,9484,0.00,0,9484
جم-ا,20190908,9582.57,9813,9468,9623.20,9484,10051252784.00,329,9484
جم-ا,20190911,9851.67,9859,9577,9732.07,9623,40096605221.00,1148,9623
جم-ا,20190914,9736.67,9737,9576,9623.20,9732,45727084210.00,1025,9732
جم-ا,20190915,9583.33,9594,9353,9447.63,9623,24170649120.00,910,9623
جم-ا,20190916,9499.00,9905,9381,9696.80,9448,70437675698.00,1907,9448
جم-ا,20190917,9904.57,9956,9627,9781.90,9697,48453646354.00,1415,9697
جم-ا,20190918,9867.77,9890,9628,9730.53,9782,28596298403.00,1048,9782
جم-ا,20190921,9752.00,9966,9695,9791.87,9731,42210290584.00,866,9731
جم-ا,20190922,9821.00,10281,9821,10264.90,9792,209834400341.00,1584,9792
جم-ا,20190923,10777.80,10778,10742,10777.80,10265,485551158992.00,2421,10265
جم-ا,20190924,11184.90,11262,10733,10990.93,10778,126373212365.00,3153,10778
جم-ا,20190925,11147.33,11345,10887,11094.43,10991,88479672173.00,1848,10991
جم-ا,20190928,11308.33,11408,10927,11081.40,11094,89998168040.00,2206,11094
جم-ا,20190929,11168.80,11169,10534,10779.33,11081,49981114002.00,1568,11081
جم-ا,20190930,10972.53,11073,10733,10801.57,10779,119761753994.00,1905,10779
جم-ا,20191001,10816.90,11193,10558,10902.77,10802,106389181766.00,2771,10802
جم-ا,20191002,10733.33,11114,10657,10928.83,10903,95554398700.00,1978,10903
جم-ا,20191005,11064.53,11065,10512,10849.10,10929,57830335736.00,1803,10929
جم-ا,20191006,10710.33,10832,10549,10675.07,10849,20886556122.00,903,10849
جم-ا,20191007,10702.67,10886,10618,10746.37,10675,20332353869.00,760,10675
جم-ا,20191008,10902.00,10936,10210,10458.87,10746,52769881330.00,1361,10746
جم-ا,20191009,10648.23,10887,10141,10651.30,10459,32397412542.00,1033,10459
جم-ا,20191012,10886.67,11163,10733,11017.00,10651,111969580018.00,1856,10651
جم-ا,20191013,11266.93,11267,11032,11135.83,11017,93820894939.00,2207,11017
جم-ا,20191014,11193.33,11193,10599,10821.50,11136,17393556446.00,954,11136
جم-ا,20191015,10963.33,11013,10281,10364.57,10822,63546387632.00,1874,10822
جم-ا,20191016,10127.67,10733,10121,10482.63,10365,28696478776.00,821,10365
جم-ا,20191020,10486.47,10710,9959,10080.13,10483,59675522722.00,1089,10483
جم-ا,20191021,10080.13,10307,9741,10118.47,10080,24475804543.00,844,10080
جم-ا,20191022,10341.57,10542,10118,10394.47,10118,16438785994.00,575,10118
جم-ا,20191023,10495.67,10503,9968,10254.17,10394,15372514839.00,517,10394
جم-ا,20191026,10416.70,10657,10043,10339.27,10254,11927590506.00,421,10254
جم-ا,20191028,10350.00,10625,10126,10334.67,10339,112352830801.00,690,10339
جم-ا,20191030,10334.67,10395,10136,10212.00,10335,20518868140.00,988,10335
جم-ا,20191102,10160.63,10560,10120,10194.37,10212,15483960126.00,678,10212
جم-ا,20191103,10365.33,10365,9892,10128.43,10194,12306620957.00,571,10194
جم-ا,20191104,9969.73,10346,9887,10015.73,10128,15461394635.00,525,10128
جم-ا,20191105,9821.00,10266,9775,9931.40,10016,25245601379.00,859,10016
جم-ا,20191109,10080.90,10081,9698,9860.10,9931,15537879607.00,580,9931
جم-ا,20191110,9660.77,9859,9545,9666.90,9860,19791936744.00,583,9860
جم-ا,20191111,9764.27,9959,9674,9811.80,9667,27982102425.00,526,9667
جم-ا,20191112,9950.57,9951,9658,9763.50,9812,7083720936.00,503,9812
جم-ا,20191113,9880.80,9881,9276,9548.83,9764,42338191984.00,1974,9764
جم-ا,20191116,9811.80,9852,9508,9679.93,9549,15262526473.00,625,9549
جم-ا,20191117,9636.23,9813,9287,9558.03,9680,15791572297.00,388,9680
جم-ا,20191118,9278.20,9684,9278,9518.17,9558,10864131583.00,333,9558
جم-ا,20191119,9518.17,9657,9392,9582.57,9518,10618995746.00,413,9518
جم-ا,20191120,9650.80,9652,9428,9538.10,9583,15583001422.00,501,9583
جم-ا,20191123,9552.67,9668,9432,9507.43,9538,11649742610.00,444,9538
جم-ا,20191124,9434.60,9522,9378,9468.33,9507,19368080460.00,497,9507
جم-ا,20191125,9620.13,9620,9411,9489.80,9468,10958101045.00,579,9468
جم-ا,20191126,9606.33,9606,9388,9426.17,9490,16450618964.00,657,9490
جم-ا,20191127,9497.47,9504,9392,9439.97,9426,15180247945.00,687,9426
جم-ا,20191130,9574.13,9574,9390,9450.70,9440,38015836395.00,1319,9440
جم-ا,20191201,9430.77,9790,9422,9526.60,9451,47968606574.00,1673,9451
جم-ا,20191202,9813.33,9965,9602,9835.57,9527,61501738098.00,2141,9527
جم-ا,20191203,9959.00,9959,9736,9873.13,9836,30229396127.00,1192,9836
جم-ا,20191204,9966.67,9967,9777,9828.67,9873,17572657089.00,964,9873
جم-ا,20191207,9962.83,10110,9852,9940.60,9829,19481076546.00,927,9829
جم-ا,20191208,10043.33,10104,9806,9985.07,9941,20261375352.00,922,9941
جم-ا,20191209,10081.67,10251,10036,10093.17,9985,19217166603.00,911,9985
جم-ا,20191210,10094.70,10502,10095,10387.57,10093,45201263025.00,1228,10093
جم-ا,20191211,10138.40,10503,10097,10392.93,10388,21208111899.00,803,10388
جم-ا,20191214,10419.00,10580,10235,10505.63,10393,25976577118.00,1419,10393
جم-ا,20191215,10580.00,10701,10351,10530.17,10506,27675347210.00,847,10506
جم-ا,20191216,10427.43,10511,10358,10403.67,10530,20352794372.00,692,10530
جم-ا,20191217,10392.93,10679,10350,10481.87,10404,114471706580.00,1429,10404
جم-ا,20191218,10702.67,10924,10582,10727.20,10482,20486858380.00,996,10482
جم-ا,20191221,10733.33,10733,10526,10596.10,10727,16422247021.00,845,10727
جم-ا,20191222,10503.33,10749,10266,10584.60,10596,111492487039.00,1405,10596
جم-ا,20191223,10442.77,10733,10312,10543.20,10585,32336004373.00,902,10585
جم-ا,20191224,10465.00,10696,10465,10619.87,10543,21141956995.00,640,10543
جم-ا,20191225,10726.43,10772,10620,10691.93,10620,26652025283.00,838,10620
جم-ا,20191228,10733.33,10848,10661,10750.97,10692,33669739132.00,929,10692
جم-ا,20191229,10867.50,10933,10733,10846.03,10751,38717196493.00,947,10751
جم-ا,20191230,10940.33,10940,10720,10777.80,10846,62226520736.00,1407,10846
جم-ا,20191231,10810.00,10818,10580,10694.23,10778,53240402879.00,978,10778
جم-ا,20200101,10643.63,10921,10644,10776.27,10694,59750177913.00,1360,10694
جم-ا,20200104,10572.33,10572,10238,10309.37,10776,136308488308.00,1659,10776
جم-ا,20200105,10205.10,10503,10205,10311.67,10309,26007698190.00,737,10309
جم-ا,20200107,10182.10,10732,9873,10135.33,10312,21621342039.00,691,10312
جم-ا,20200108,9932.93,10273,9933,9965.90,10135,27477573045.00,518,10135
جم-ا,20200111,10164.47,10164,10164,10164.47,9966,18510037378.00,258,9966
جم-ا,20200112,10672.00,10672,10427,10670.47,10164,80978047908.00,1015,10164
جم-ا,20200113,10829.17,11183,10733,10992.47,10670,45427902439.00,1164,10670
جم-ا,20200114,11093.67,11094,10811,10879.77,10992,34265015553.00,779,10992
جم-ا,20200115,10902.00,10990,10707,10875.93,10880,24864061642.00,755,10880
جم-ا,20200118,10875.93,11104,10848,10972.53,10876,120344011332.00,1681,10876
جم-ا,20200119,11109.00,11521,10956,11458.60,10973,660991925410.00,3815,10973
جم-ا,20200120,11990.67,12031,11883,12019.80,11459,551047011952.00,3173,11459
جم-ا,20200121,12019.80,12020,11420,11697.80,12020,258512626578.00,4167,12020
جم-ا,20200122,11385.00,11615,11114,11299.13,11698,218936520984.00,3942,11698
جم-ا,20200125,11645.67,11646,11121,11362.77,11299,111402801945.00,2306,11299
جم-ا,20200126,11500.00,11501,10887,11161.13,11363,130223610276.00,2323,11363
جم-ا,20200127,11192.57,11460,10995,11303.73,11161,118650465369.00,1563,11161
جم-ا,20200128,11446.33,11482,11155,11363.53,11304,90502022734.00,1636,11304
جم-ا,20200201,11151.93,11577,11040,11214.80,11364,78311698490.00,1586,11364
جم-ا,20200202,11193.33,11270,10956,11092.90,11215,90807255461.00,1636,11215
جم-ا,20200203,11033.10,11347,11022,11111.30,11093,225996480470.00,2321,11093
جم-ا,20200204,11155.00,11224,10887,11000.13,11111,101167281802.00,1703,11111
جم-ا,20200205,11040.00,11550,10973,11358.17,11000,546878415112.00,4207,11000
جم-ا,20200208,11925.50,11926,11500,11802.07,11358,373931129815.00,4328,11358
جم-ا,20200209,11610.40,11762,11500,11648.73,11802,116524568372.00,2186,11802
جم-ا,20200210,11500.00,11539,11067,11184.90,11649,119320199113.00,2045,11649
جم-ا,20200212,11315.23,11729,11193,11562.87,11185,399195292366.00,3615,11185
جم-ا,20200215,11960.00,11960,11615,11729.23,11563,177342356560.00,2733,11563
جم-ا,20200216,11944.67,12315,11820,12245.20,11729,301207449954.00,1989,11729
جم-ا,20200217,12650.00,12857,12420,12727.43,12245,346046958621.00,4395,12245
جم-ا,20200218,12650.00,12688,12152,12395.47,12727,132654823969.00,2201,12727
جم-ا,20200219,12355.60,13015,12356,12795.67,12395,236404162695.00,2472,12395
جم-ا,20200222,12156.27,13026,12156,12656.90,12796,193543665498.00,2470,12796
جم-ا,20200223,12955.13,13289,12783,13210.43,12657,249636781783.00,2877,12657
جم-ا,20200224,13629.03,13631,12826,12999.60,13210,170234343958.00,2739,13210
جم-ا,20200225,13033.33,13130,12596,12896.87,13000,230452723868.00,3371,13000
جم-ا,20200226,13034.10,13109,12704,12774.20,12897,277534720471.00,2758,12897
جم-ا,20200229,12199.20,12650,12136,12357.13,12774,216260928189.00,2492,12774
جم-ا,20200301,12496.67,12974,12412,12876.17,12357,283306055142.00,2626,12357
جم-ا,20200302,13225.00,13519,13049,13456.53,12876,229317927982.00,1724,12876
جم-ا,20200303,14106.67,14129,14107,14128.13,13457,269651252783.00,2204,13457
جم-ا,20200304,14336.67,0,0,14128.13,14128,0.00,0,14128
جم-ا,20200307,14106.67,14567,13418,14154.20,14128,149444536080.00,1884,14128
جم-ا,20200309,13446.57,13447,13447,13952.57,14154,27624310858.00,375,14154
جم-ا,20200310,13255.67,13264,13256,13255.67,13953,255665533603.00,1237,13953
جم-ا,20200311,13188.20,13783,12767,13083.17,13256,150949990425.00,1754,13256
جم-ا,20200314,12611.67,12650,12429,12433.03,13083,207743033309.00,1060,13083
جم-ا,20200315,12190.77,12382,11812,12272.80,12433,66715617542.00,756,12433
جم-ا,20200316,12305.77,12886,12265,12564.90,12273,114059204634.00,2132,12273
جم-ا,20200317,12473.67,13102,12271,12542.67,12565,48771705820.00,1309,12565
جم-ا,20200318,12679.90,13170,12427,13004.97,12543,102376564906.00,1460,12543
جم-ا,20200324,12564.13,13363,12458,12629.30,13005,110226229039.00,1465,13005
جم-ا,20200325,12436.10,13260,12076,13086.23,12629,159056207919.00,1630,12629
جم-ا,20200328,13409.77,13740,13279,13614.47,13086,97095004233.00,2089,13086
جم-ا,20200329,14244.67,14245,13264,13819.17,13614,95914120384.00,1751,13614
جم-ا,20200330,13798.47,13957,13332,13570.00,13819,93614493368.00,1528,13819
جم-ا,20200404,14106.67,14245,13571,14101.30,13570,140164041613.00,2348,13570
جم-ا,20200405,14183.33,14183,13629,13933.40,14101,85249943223.00,1880,14101
جم-ا,20200406,13800.00,14521,13570,13921.90,13933,114869451843.00,1544,13933
جم-ا,20200407,14125.07,14125,13425,13836.03,13922,185274278745.00,2174,13922
جم-ا,20200408,13953.33,14258,13725,14094.40,13836,181324569482.00,2026,13836
جم-ا,20200411,14413.33,14628,14183,14346.63,14094,228450304345.00,1759,14094
جم-ا,20200412,14491.53,15063,14492,15050.43,14347,395788514683.00,2121,14347
جم-ا,20200413,15802.53,15803,15257,15717.43,15050,312652813546.00,3344,15050
جم-ا,20200414,15331.03,16503,14932,16271.73,15717,308728371236.00,2837,15717
جم-ا,20200415,16740.17,16767,15842,16287.83,16272,281245751882.00,3001,16272
جم-ا,20200418,16406.67,17102,16391,16931.83,16288,236928132396.00,2870,16288
جم-ا,20200419,17480.00,17778,16932,17578.90,16932,619491195789.00,3605,16932
جم-ا,20200420,18445.23,18458,17633,18440.63,17579,303436369776.00,1862,17579
جم-ا,20200421,18706.67,19268,17651,18468.23,18441,177253937252.00,2374,18441
جم-ا,20200422,17993.67,18872,17971,18513.47,18468,217079538702.00,2045,18468
جم-ا,20200425,18929.00,19439,18784,19352.97,18513,123252197900.00,868,18513
جم-ا,20200426,20320.50,20321,19168,20242.30,19353,182747575519.00,1468,19353
جم-ا,20200427,20930.00,21254,19841,20885.53,20242,416982270958.00,2624,20242
جم-ا,20200428,0,0,0,20885.53,20886,0.00,0,20886
جم-ا,20200429,0,0,0,20885.53,20886,0.00,0,20886
جم-ا,20200502,21929.73,23026,21930,22471.77,20886,82881764126.00,483,20886
جم-ا,20200503,23594.93,23595,23595,23594.93,22472,124494828992.00,900,22472
جم-ا,20200504,24774.07,24774,23596,24612.30,23595,461589791681.00,3204,23595
جم-ا,20200505,25681.80,25821,23382,23885.50,24612,259143012360.00,2445,24612
جم-ا,20200506,22999.23,23997,21850,23095.83,23886,313448022976.00,2805,23886
جم-ا,20200509,23000.00,24250,22927,24009.70,23096,316216296338.00,2859,23096
جم-ا,20200510,24521.83,24522,22839,23477.63,24010,404706081721.00,3835,24010
جم-ا,20200511,23383.33,23383,22304,22356.00,23478,320561953817.00,2799,23478
جم-ا,20200512,21252.00,21835,21238,21240.50,22356,481313404183.00,1921,22356
جم-ا,20200513,20268.37,22302,20265,21967.30,21241,248690639206.00,2361,21241
جم-ا,20200516,21965.00,21965,20869,20907.77,21967,133974861980.00,1345,21967
جم-ا,20200517,19862.80,19863,19863,19862.80,20908,10803843264.00,124,20908
جم-ا,20200518,21466.67,22540,20701,21508.07,19863,135630224470.00,1951,19863
جم-ا,20200519,22582.93,22583,22583,22582.93,21508,315331281328.00,1145,21508
جم-ا,20200520,23711.47,23711,22617,23237.67,22583,193512228828.00,2096,22583
جم-ا,20200523,22386.67,24112,22387,22721.70,23238,158820925237.00,1586,23238
جم-ا,20200526,22494.00,22538,21586,21706.63,22719,137237000000.00,1230,22719
جم-ا,20200527,20701.53,22791,20702,22423.47,21707,106214960210.00,1332,21707
جم-ا,20200530,23405.57,23544,23406,23257.60,22423,80017280457.00,526,22423
جم-ا,20200531,24379.23,24379,22558,23525.93,23258,132263522515.00,1348,23258
جم-ا,20200601,23230.00,24702,23230,24422.17,23526,166868809099.00,1449,23526
جم-ا,20200602,25605.90,25643,23238,25392.77,24422,386975540514.00,2256,24422
جم-ا,20200606,26657.00,26657,25896,26351.10,25393,150696031214.00,2177,25393
جم-ا,20200607,26833.33,27523,26449,26899.27,26351,212778068706.00,3383,26351
جم-ا,20200608,28244.00,28244,25555,25882.67,26899,111808806336.00,1836,26899
جم-ا,20200609,25326.83,26143,24687,25579.83,25883,90170506941.00,1453,25883
جم-ا,20200610,25683.33,26855,25683,26263.70,25580,211506831365.00,1628,25580
جم-ا,20200613,27515.67,27569,26220,27477.33,26264,231916580330.00,2540,26264
جم-ا,20200614,27753.33,27792,26450,26871.67,27477,198542848060.00,1881,27477
جم-ا,20200615,28129.00,28129,26887,27722.67,26872,267830090400.00,3098,26872
جم-ا,20200616,28665.67,29103,28060,29033.67,27723,321131572930.00,1749,27723
جم-ا,20200620,30482.67,30483,29900,30475.00,29034,229071737270.00,1786,29034
جم-ا,20200621,31993.00,31993,31050,31908.67,30475,235108585660.00,2658,30475
جم-ا,20200622,33495.67,33503,33166,33480.33,31909,136659900600.00,1141,31909
جم-ا,20200623,35151.67,35152,35152,34239.33,33480,54912344200.00,571,33480
جم-ا,20200624,35949.00,35949,34508,35887.67,34239,578480346740.00,3224,34239
جم-ا,20200627,37635.67,37682,36915,37551.33,35888,364960878410.00,3967,35888
جم-ا,20200628,39414.33,39414,35681,36370.67,37551,478033754470.00,3942,37551
جم-ا,20200629,34576.67,37107,34554,35703.67,36371,329630734310.00,3454,36371
جم-ا,20200630,0,0,0,35703.67,35704,0.00,0,35704
جم-ا,20200701,0,0,0,35703.67,35704,0.00,0,35704
جم-ا,20200704,0,0,0,33863.67,33864,0.00,0,33864
جم-ا,20200705,0,0,0,33863.67,33864,0.00,0,33864
جم-ا,20200706,0,0,0,33863.67,33864,0.00,0,33864
جم-ا,20200707,0,0,0,33863.67,33864,0.00,0,33864
جم-ا,20200708,0,0,0,33863.67,33864,0.00,0,33864
جم-ا,20200711,0,0,0,33863.67,33864,0.00,0,33864
جم-ا,20200712,0,0,0,33863.67,33864,0.00,0,33864
جم-ا,20200713,0,0,0,33863.67,33864,0.00,0,33864
جم-ا,20200714,0,0,0,33863.67,33864,0.00,0,33864
جم-ا,20200715,37873.33,37896,35995,37106.67,33864,249973926220.00,1415,33864
جم-ا,20200718,35251.33,38962,35251,37436.33,37107,913886808850.00,8482,37107
جم-ا,20200719,39307.00,39307,39100,39307.00,37436,399077036400.00,2739,37436
جم-ا,20200720,41269.67,41270,41017,41269.67,39307,597926046450.00,3096,39307
جم-ا,20200721,42090.00,42090,39207,40633.33,41270,356922887730.00,4845,41270
جم-ا,20200722,38655.33,39867,38602,38686.00,40633,201635239520.00,2447,40633
